0	0.0	0.0	0	0
50.7616	0.00219035	144.133	25	34
101.363	0.00405722	288.265	47	69
152.121	0.00608059	432.398	67	103
203.192	0.00805301	576.53	87	138
253.707	0.00989482	720.663	106	170
304.595	0.0118986	864.796	126	204
355.599	0.0137914	1008.93	145	241
406.545	0.0155641	1153.06	163	276
457.09	0.0174156	1297.19	180	310
507.851	0.0191963	1441.33	198	344
558.474	0.0209882	1585.46	215	378
609.563	0.0227398	1729.59	232	412
660.06	0.0245314	1873.72	248	445
710.9	0.0262886	2017.86	265	480
761.85	0.0281148	2161.99	280	514
812.721	0.0297661	2306.12	297	549
863.724	0.0314205	2450.25	312	583
914.116	0.0331351	2594.39	327	617
964.651	0.0348842	2738.52	343	653
1015.29	0.0365529	2882.65	358	689
1065.88	0.0382138	3026.78	371	723
1117.04	0.0399661	3170.92	387	757
1167.88	0.0415906	3315.05	401	791
1218.7	0.043222	3459.18	414	823
1269.94	0.0449393	3603.32	429	860
1320.9	0.0465664	3747.45	443	893
1371.57	0.0482303	3891.58	457	926
1422.25	0.0498838	4035.71	469	963
1472.9	0.051563	4179.85	483	997
1523.56	0.0531847	4323.98	496	1031
1574.25	0.0547765	4468.11	508	1062
1624.74	0.0563967	4612.24	520	1099
1675.48	0.0580043	4756.38	532	1133
1726.37	0.0595911	4900.51	546	1167
1777.32	0.0610952	5044.64	557	1201
1828.25	0.0626637	5188.77	570	1233
1879.03	0.0642222	5332.91	580	1268
1929.47	0.0657458	5477.04	593	1304
1980.43	0.0672798	5621.17	605	1336
2031.38	0.0688355	5765.3	618	1371
2082.04	0.0703643	5909.44	631	1407
2132.97	0.0718625	6053.57	643	1445
2183.94	0.0733574	6197.7	652	1481
2234.77	0.0748158	6341.84	665	1516
2285.77	0.0763069	6485.97	676	1549
2336.29	0.0777379	6630.1	687	1582
2386.59	0.0791949	6774.23	698	1615
2437.26	0.0806419	6918.37	708	1648
2488.18	0.0820772	7062.5	720	1683
2539.17	0.0834917	7206.63	731	1716
2590.09	0.084857	7350.76	739	1754
2641.31	0.0863197	7494.9	750	1786
2691.87	0.0877666	7639.03	760	1824
2742.56	0.0891687	7783.16	771	1859
2793.28	0.0905835	7927.29	780	1890
2843.98	0.0919882	8071.43	789	1929
2894.63	0.0933623	8215.56	797	1958
2945.29	0.0947547	8359.69	807	1997
2996.2	0.0961103	8503.82	817	2031
3046.7	0.0974583	8647.96	828	2064
3097.25	0.0988039	8792.09	837	2099
3147.95	0.100155	8936.22	847	2132
3198.7	0.101517	9080.35	856	2163
3249.7	0.102864	9224.49	863	2199
3300.47	0.104178	9368.62	874	2234
3351.34	0.105483	9512.75	884	2271
3402.06	0.10679	9656.89	893	2305
3452.66	0.108104	9801.02	901	2337
3503.46	0.109429	9945.15	909	2373
3554.14	0.110702	10089.3	919	2411
3604.89	0.111991	10233.4	928	2443
3655.54	0.113251	10377.5	936	2476
3706.23	0.114529	10521.7	945	2504
3757.09	0.115804	10665.8	953	2539
3807.79	0.117049	10809.9	963	2576
3859.07	0.118271	10954.1	971	2608
3909.69	0.119514	11098.2	980	2643
3960.78	0.120741	11242.3	988	2677
4011.66	0.121936	11386.5	996	2713
4062.63	0.123147	11530.6	1003	2745
4113.45	0.124346	11674.7	1011	2778
4164.28	0.125554	11818.9	1020	2813
4214.87	0.126787	11963	1028	2851
4265.78	0.128018	12107.1	1035	2888
4316.55	0.129202	12251.3	1042	2922
4367.25	0.130415	12395.4	1050	2958
4417.74	0.131574	12539.5	1057	2990
4468.17	0.132696	12683.7	1063	3027
4518.75	0.133851	12827.8	1072	3060
